billing_id,matter_id,attorney_id,billing_date,hours_worked,hourly_rate,amount,billable_status
783,24,1,2023-07-01,62.1,209.86584841970367,13032.67,Non-Billable
784,24,2,2023-08-01,78.5,209.86584841970367,16474.47,Non-Billable
785,24,3,2023-08-01,46.3,356.50515929852793,16506.19,Non-Billable
786,24,1,2023-08-01,16.7,209.86584841970367,3504.76,Non-Billable
787,24,2,2023-09-01,43.7,209.86584841970367,9171.14,Non-Billable
788,24,3,2023-09-01,36.9,356.50515929852793,13155.04,Non-Billable
789,24,1,2023-09-01,52.9,209.86584841970367,11101.9,Billable
790,24,2,2023-10-01,21.0,209.86584841970367,4407.18,Billable
791,24,3,2023-10-01,70.9,356.50515929852793,25276.22,Billable
792,24,1,2023-10-01,32.4,209.86584841970367,6799.65,Billable
793,24,2,2023-11-01,13.5,209.86584841970367,2833.19,Billable
794,24,3,2023-11-01,36.5,356.50515929852793,13012.44,Billable
795,24,2,2023-12-01,50.1,209.86584841970367,10514.28,Billable
796,24,3,2023-12-01,41.3,356.50515929852793,14723.66,Billable
797,24,1,2023-12-01,62.2,209.86584841970367,13053.66,Billable
798,24,3,2024-01-01,49.0,356.50515929852793,17468.75,Billable
799,24,1,2024-01-01,65.4,209.86584841970367,13725.23,Non-Billable
800,25,9,2022-07-02,35.4,496.7566614134116,17585.19,Billable
801,25,12,2022-07-02,69.1,155.80836121681995,10766.36,Billable
802,25,4,2022-07-02,53.4,263.9493860652042,14094.9,Billable
803,25,8,2022-07-02,35.4,246.99098521619942,8743.48,Billable
804,25,12,2022-08-02,25.5,155.80836121681995,3973.11,Billable
805,25,4,2022-08-02,54.4,263.9493860652042,14358.85,Billable
806,25,8,2022-08-02,36.2,246.99098521619942,8941.07,Billable
807,25,8,2022-09-02,60.5,246.99098521619942,14942.95,Billable
808,25,8,2022-10-02,25.1,246.99098521619942,6199.47,Billable
809,25,9,2022-11-02,17.5,496.7566614134116,8693.24,Billable
810,25,4,2022-11-02,57.0,263.9493860652042,15045.12,Billable
811,25,8,2022-11-02,41.5,246.99098521619942,10250.13,Non-Billable
812,25,9,2022-12-02,45.3,496.7566614134116,22503.08,Billable
813,25,4,2022-12-02,48.7,263.9493860652042,12854.34,Billable
814,25,8,2022-12-02,43.8,246.99098521619942,10818.21,Non-Billable
815,25,9,2023-01-02,73.7,496.7566614134116,36610.97,Non-Billable
816,25,12,2023-01-02,61.1,155.80836121681995,9519.89,Billable
817,25,8,2023-01-02,52.4,246.99098521619942,12942.33,Billable
818,25,9,2023-02-02,36.9,496.7566614134116,18330.32,Non-Billable
819,25,12,2023-02-02,63.4,155.80836121681995,9878.25,Billable
820,25,4,2023-02-02,34.0,263.9493860652042,8974.28,Billable
821,25,8,2023-02-02,19.3,246.99098521619942,4766.93,Billable
822,25,9,2023-03-02,72.1,496.7566614134116,35816.16,Non-Billable
823,25,4,2023-03-02,70.2,263.9493860652042,18529.25,Non-Billable
824,25,8,2023-03-02,48.8,246.99098521619942,12053.16,Billable
825,25,12,2023-04-02,30.3,155.80836121681995,4720.99,Billable
826,25,4,2023-04-02,19.3,263.9493860652042,5094.22,Non-Billable
827,25,8,2023-04-02,77.1,246.99098521619942,19043.0,Non-Billable
828,25,9,2023-05-02,54.6,496.7566614134116,27122.91,Non-Billable
829,25,4,2023-05-02,43.6,263.9493860652042,11508.19,Non-Billable
830,25,8,2023-05-02,59.7,246.99098521619942,14745.36,Non-Billable
831,25,9,2023-06-02,68.9,496.7566614134116,34226.53,Billable
832,25,12,2023-06-02,39.6,155.80836121681995,6170.01,Billable
833,25,4,2023-06-02,11.8,263.9493860652042,3114.6,Billable
834,25,4,2023-07-02,78.8,263.9493860652042,20799.21,Non-Billable
835,25,9,2023-08-02,58.3,496.7566614134116,28960.91,Billable
836,25,4,2023-08-02,35.1,263.9493860652042,9264.62,Billable
837,25,9,2023-09-02,61.8,496.7566614134116,30699.56,Billable
838,25,12,2023-09-02,49.3,155.80836121681995,7681.35,Billable
839,25,4,2023-09-02,65.8,263.9493860652042,17367.87,Non-Billable
840,25,9,2023-10-02,74.9,496.7566614134116,37207.07,Billable
841,25,12,2023-10-02,65.2,155.80836121681995,10158.71,Non-Billable
842,25,4,2023-10-02,48.6,263.9493860652042,12827.94,Billable
843,25,8,2023-10-02,24.2,246.99098521619942,5977.18,Billable
844,25,9,2023-11-02,73.8,496.7566614134116,36660.64,Non-Billable
845,25,12,2023-11-02,35.7,155.80836121681995,5562.36,Non-Billable
846,25,4,2023-11-02,52.2,263.9493860652042,13778.16,Non-Billable
847,25,8,2023-11-02,30.6,246.99098521619942,7557.92,Billable
848,25,9,2023-12-02,15.2,496.7566614134116,7550.7,Billable
849,25,12,2023-12-02,18.4,155.80836121681995,2866.87,Billable
850,25,4,2023-12-02,49.0,263.9493860652042,12933.52,Billable
851,25,9,2024-01-02,10.4,496.7566614134116,5166.27,Billable
852,25,12,2024-01-02,20.8,155.80836121681995,3240.81,Billable
853,25,4,2024-01-02,51.8,263.9493860652042,13672.58,Non-Billable
854,25,8,2024-01-02,56.3,246.99098521619942,13905.59,Billable
855,25,9,2024-02-02,48.5,496.7566614134116,24092.7,Billable
856,25,12,2024-02-02,32.3,155.80836121681995,5032.61,Billable
857,25,4,2024-02-02,46.4,263.9493860652042,12247.25,Non-Billable
858,25,9,2024-03-02,38.2,496.7566614134116,18976.1,Billable
859,25,8,2024-03-02,35.3,246.99098521619942,8718.78,Billable
860,25,9,2024-04-02,53.3,496.7566614134116,26477.13,Billable
861,25,12,2024-04-02,67.7,155.80836121681995,10548.23,Non-Billable
862,25,8,2024-04-02,41.2,246.99098521619942,10176.03,Non-Billable
863,25,9,2024-05-02,53.5,496.7566614134116,26576.48,Billable
864,25,12,2024-05-02,32.5,155.80836121681995,5063.77,Billable
865,25,4,2024-05-02,47.8,263.9493860652042,12616.78,Billable
866,25,9,2024-06-02,63.9,496.7566614134116,31742.75,Non-Billable
867,25,12,2024-06-02,41.2,155.80836121681995,6419.3,Billable
868,25,8,2024-06-02,32.4,246.99098521619942,8002.51,Billable
869,25,9,2024-07-02,21.7,496.7566614134116,10779.62,Non-Billable
870,25,12,2024-07-02,53.9,155.80836121681995,8398.07,Billable
871,25,4,2024-07-02,64.2,263.9493860652042,16945.55,Non-Billable
872,25,8,2024-07-02,17.3,246.99098521619942,4272.94,Non-Billable
873,25,9,2024-08-02,71.5,496.7566614134116,35518.1,Non-Billable
874,25,12,2024-08-02,55.3,155.80836121681995,8616.2,Billable
875,25,4,2024-08-02,20.8,263.9493860652042,5490.15,Billable
876,25,8,2024-08-02,12.7,246.99098521619942,3136.79,Billable
877,25,12,2024-09-02,49.1,155.80836121681995,7650.19,Non-Billable
878,25,4,2024-09-02,73.8,263.9493860652042,19479.46,Billable
879,25,8,2024-09-02,54.1,246.99098521619942,13362.21,Billable
880,25,9,2024-10-02,37.3,496.7566614134116,18529.02,Billable
881,25,12,2024-10-02,54.9,155.80836121681995,8553.88,Non-Billable
882,25,8,2024-10-02,13.2,246.99098521619942,3260.28,Billable
883,26,9,2024-12-14,29.7,496.7566614134116,14753.67,Billable
884,26,2,2024-12-14,67.5,209.86584841970367,14165.94,Billable
885,26,5,2024-12-14,47.3,333.24426408004217,15762.45,Billable
886,26,10,2024-12-14,65.8,246.99098521619942,16252.01,Non-Billable
887,27,11,2024-12-25,10.8,210.1115011743209,2269.2,Non-Billable
888,27,6,2024-12-25,37.6,311.18528947223797,11700.57,Non-Billable
889,28,5,2024-03-16,73.2,333.24426408004217,24393.48,Billable
890,28,5,2024-04-16,69.6,333.24426408004217,23193.8,Billable
891,28,4,2024-05-16,23.6,263.9493860652042,6229.21,Billable
892,28,5,2024-06-16,49.7,333.24426408004217,16562.24,Billable
893,28,4,2024-06-16,75.3,263.9493860652042,19875.39,Non-Billable
894,28,5,2024-07-16,48.5,333.24426408004217,16162.35,Billable
895,28,4,2024-07-16,27.5,263.9493860652042,7258.61,Billable
896,28,5,2024-08-16,44.1,333.24426408004217,14696.07,Billable
897,28,4,2024-08-16,57.0,263.9493860652042,15045.12,Billable
898,28,4,2024-09-16,73.0,263.9493860652042,19268.31,Billable
899,28,5,2024-10-16,33.0,333.24426408004217,10997.06,Non-Billable
900,28,4,2024-10-16,50.9,263.9493860652042,13435.02,Non-Billable
901,28,5,2024-11-16,66.5,333.24426408004217,22160.74,Billable
902,28,5,2024-12-16,65.0,333.24426408004217,21660.88,Non-Billable
903,28,4,2024-12-16,40.5,263.9493860652042,10689.95,Billable
904,29,11,2024-10-03,35.1,210.1115011743209,7374.91,Billable
905,29,6,2024-10-03,17.6,311.18528947223797,5476.86,Non-Billable
906,29,8,2024-10-03,68.9,246.99098521619942,17017.68,Billable
907,29,11,2024-11-03,23.8,210.1115011743209,5000.65,Non-Billable
908,29,6,2024-11-03,15.4,311.18528947223797,4792.25,Billable
909,29,8,2024-11-03,69.5,246.99098521619942,17165.87,Non-Billable
910,29,6,2024-12-03,38.4,311.18528947223797,11949.52,Non-Billable
911,30,9,2024-01-10,79.9,496.7566614134116,39690.86,Billable
912,30,5,2024-01-10,20.4,333.24426408004217,6798.18,Billable
913,30,5,2024-02-10,61.3,333.24426408004217,20427.87,Billable
914,30,5,2024-03-10,16.3,333.24426408004217,5431.88,Billable
915,30,9,2024-04-10,56.4,496.7566614134116,28017.08,Non-Billable
916,30,5,2024-04-10,63.0,333.24426408004217,20994.39,Billable
917,30,9,2024-05-10,22.5,496.7566614134116,11177.02,Non-Billable
918,30,5,2024-05-10,77.7,333.24426408004217,25893.08,Non-Billable
919,30,9,2024-06-10,75.7,496.7566614134116,37604.48,Billable
920,30,9,2024-07-10,14.4,496.7566614134116,7153.3,Billable
921,30,9,2024-08-10,46.3,496.7566614134116,22999.83,Billable
922,30,5,2024-08-10,74.3,333.24426408004217,24760.05,Billable
923,30,5,2024-09-10,17.2,333.24426408004217,5731.8,Non-Billable
924,30,9,2024-10-10,29.1,496.7566614134116,14455.62,Non-Billable
925,30,9,2024-11-10,22.2,496.7566614134116,11028.0,Non-Billable
926,30,5,2024-11-10,51.1,333.24426408004217,17028.78,Billable
927,30,9,2024-12-10,36.3,496.7566614134116,18032.27,Billable
928,30,5,2024-12-10,34.7,333.24426408004217,11563.58,Billable
929,31,8,2023-11-10,26.1,246.99098521619942,6446.46,Non-Billable
930,31,10,2023-11-10,24.8,246.99098521619942,6125.38,Billable
931,31,9,2023-11-10,67.2,496.7566614134116,33382.05,Non-Billable
932,31,8,2023-12-10,60.4,246.99098521619942,14918.26,Billable
933,31,10,2023-12-10,43.5,246.99098521619942,10744.11,Non-Billable
934,31,9,2023-12-10,11.6,496.7566614134116,5762.38,Billable
935,31,8,2024-01-10,19.4,246.99098521619942,4791.63,Non-Billable
936,31,1,2024-01-10,13.9,209.86584841970367,2917.14,Billable
937,31,9,2024-01-10,46.2,496.7566614134116,22950.16,Billable
938,31,3,2024-01-10,49.5,356.50515929852793,17647.01,Billable
939,31,8,2024-02-10,61.0,246.99098521619942,15066.45,Billable
940,31,10,2024-02-10,25.2,246.99098521619942,6224.17,Non-Billable
941,31,1,2024-02-10,70.7,209.86584841970367,14837.52,Billable
942,31,3,2024-02-10,20.0,356.50515929852793,7130.1,Non-Billable
943,31,8,2024-03-10,22.7,246.99098521619942,5606.7,Non-Billable
944,31,10,2024-03-10,21.7,246.99098521619942,5359.7,Non-Billable
945,31,1,2024-03-10,41.7,209.86584841970367,8751.41,Non-Billable
946,31,3,2024-03-10,19.3,356.50515929852793,6880.55,Billable
947,31,10,2024-04-10,45.3,246.99098521619942,11188.69,Billable
948,31,1,2024-04-10,52.4,209.86584841970367,10996.97,Billable
949,31,9,2024-04-10,53.0,496.7566614134116,26328.1,Billable
950,31,3,2024-04-10,47.2,356.50515929852793,16827.04,Billable
951,31,10,2024-05-10,73.1,246.99098521619942,18055.04,Non-Billable
952,31,1,2024-05-10,72.8,209.86584841970367,15278.23,Non-Billable
953,31,9,2024-05-10,46.5,496.7566614134116,23099.18,Billable
954,31,3,2024-05-10,58.8,356.50515929852793,20962.5,Billable
955,31,10,2024-06-10,65.3,246.99098521619942,16128.51,Billable
956,31,1,2024-06-10,66.3,209.86584841970367,13914.11,Non-Billable
957,31,9,2024-06-10,39.8,496.7566614134116,19770.92,Billable
958,31,3,2024-06-10,26.3,356.50515929852793,9376.09,Billable
959,31,10,2024-07-10,38.6,246.99098521619942,9533.85,Billable
960,31,9,2024-07-10,10.5,496.7566614134116,5215.94,Non-Billable
961,31,10,2024-08-10,58.1,246.99098521619942,14350.18,Billable
962,31,1,2024-08-10,17.5,209.86584841970367,3672.65,Billable
963,31,9,2024-08-10,27.8,496.7566614134116,13809.84,Non-Billable
964,31,3,2024-08-10,35.6,356.50515929852793,12691.58,Billable
965,32,7,2024-02-24,43.9,209.86584841970367,9213.11,Billable
966,32,9,2024-02-24,64.2,496.7566614134116,31891.78,Billable
967,32,10,2024-02-24,69.8,246.99098521619942,17239.97,Non-Billable
968,32,7,2024-03-24,76.4,209.86584841970367,16033.75,Billable
969,32,10,2024-03-24,33.7,246.99098521619942,8323.6,Non-Billable
970,32,8,2024-03-24,57.9,246.99098521619942,14300.78,Billable
971,32,7,2024-04-24,10.4,209.86584841970367,2182.6,Billable
972,32,9,2024-04-24,43.0,496.7566614134116,21360.54,Non-Billable
973,32,10,2024-04-24,14.5,246.99098521619942,3581.37,Billable
974,32,8,2024-04-24,52.6,246.99098521619942,12991.73,Non-Billable
975,32,4,2024-05-24,78.9,263.9493860652042,20825.61,Non-Billable
976,32,7,2024-05-24,30.1,209.86584841970367,6316.96,Non-Billable
977,32,10,2024-05-24,22.3,246.99098521619942,5507.9,Billable
978,32,8,2024-05-24,24.1,246.99098521619942,5952.48,Non-Billable
979,32,4,2024-06-24,46.3,263.9493860652042,12220.86,Billable
980,32,9,2024-06-24,46.1,496.7566614134116,22900.48,Billable
981,32,10,2024-06-24,57.2,246.99098521619942,14127.88,Billable
982,32,9,2024-07-24,64.6,496.7566614134116,32090.48,Billable
983,32,10,2024-07-24,38.4,246.99098521619942,9484.45,Billable
984,32,8,2024-07-24,61.6,246.99098521619942,15214.64,Billable
985,32,4,2024-08-24,48.5,263.9493860652042,12801.55,Non-Billable
986,32,7,2024-08-24,74.1,209.86584841970367,15551.06,Billable
987,32,9,2024-08-24,67.1,496.7566614134116,33332.37,Billable
988,32,10,2024-08-24,23.6,246.99098521619942,5828.99,Billable
989,32,8,2024-08-24,28.3,246.99098521619942,6989.84,Billable
990,33,9,2024-10-21,33.8,496.7566614134116,16790.38,Billable
991,33,2,2024-10-21,77.0,209.86584841970367,16159.67,Non-Billable
992,33,9,2024-11-21,50.2,496.7566614134116,24937.18,Non-Billable
993,33,2,2024-11-21,36.4,209.86584841970367,7639.12,Billable
994,33,9,2024-12-21,63.0,496.7566614134116,31295.67,Billable
995,33,2,2024-12-21,72.8,209.86584841970367,15278.23,Billable
996,34,2,2023-07-08,26.1,209.86584841970367,5477.5,Billable
997,34,5,2023-07-08,34.7,333.24426408004217,11563.58,Non-Billable
998,34,7,2023-07-08,27.4,209.86584841970367,5750.32,Billable
999,34,4,2023-07-08,62.4,263.9493860652042,16470.44,Billable
1000,34,5,2023-08-08,43.4,333.24426408004217,14462.8,Billable
1001,34,7,2023-08-08,22.8,209.86584841970367,4784.94,Non-Billable
1002,34,4,2023-08-08,73.7,263.9493860652042,19453.07,Billable
1003,34,2,2023-09-08,26.4,209.86584841970367,5540.46,Billable
1004,34,5,2023-09-08,24.5,333.24426408004217,8164.48,Billable
1005,34,12,2023-09-08,68.5,155.80836121681995,10672.87,Billable
1006,34,2,2023-10-08,57.3,209.86584841970367,12025.31,Non-Billable
1007,34,5,2023-10-08,10.5,333.24426408004217,3499.06,Non-Billable
1008,34,12,2023-10-08,69.4,155.80836121681995,10813.1,Billable
1009,34,7,2023-10-08,44.5,209.86584841970367,9339.03,Non-Billable
1010,34,4,2023-10-08,44.4,263.9493860652042,11719.35,Non-Billable
1011,34,12,2023-11-08,13.8,155.80836121681995,2150.16,Billable
1012,34,7,2023-11-08,47.9,209.86584841970367,10052.57,Non-Billable
1013,34,4,2023-11-08,70.2,263.9493860652042,18529.25,Billable
1014,34,2,2023-12-08,18.4,209.86584841970367,3861.53,Non-Billable
1015,34,5,2023-12-08,58.2,333.24426408004217,19394.82,Billable
1016,34,12,2023-12-08,36.6,155.80836121681995,5702.59,Billable
1017,34,7,2023-12-08,52.9,209.86584841970367,11101.9,Billable
1018,34,12,2024-01-08,34.0,155.80836121681995,5297.48,Billable
1019,34,7,2024-01-08,24.7,209.86584841970367,5183.69,Non-Billable
1020,34,4,2024-01-08,35.6,263.9493860652042,9396.6,Billable
1021,34,7,2024-02-08,26.0,209.86584841970367,5456.51,Billable
1022,34,4,2024-02-08,66.3,263.9493860652042,17499.84,Non-Billable
1023,34,2,2024-03-08,36.7,209.86584841970367,7702.08,Billable
1024,34,5,2024-03-08,61.7,333.24426408004217,20561.17,Billable
1025,34,12,2024-03-08,22.4,155.80836121681995,3490.11,Billable
1026,34,4,2024-03-08,54.1,263.9493860652042,14279.66,Non-Billable
1027,34,2,2024-04-08,65.0,209.86584841970367,13641.28,Billable
1028,34,12,2024-04-08,13.3,155.80836121681995,2072.25,Billable
1029,34,7,2024-04-08,14.2,209.86584841970367,2980.1,Billable
1030,34,4,2024-04-08,54.1,263.9493860652042,14279.66,Billable
1031,34,2,2024-05-08,28.2,209.86584841970367,5918.22,Billable
1032,34,5,2024-05-08,75.2,333.24426408004217,25059.97,Billable
1033,34,12,2024-05-08,38.8,155.80836121681995,6045.36,Billable
1034,34,7,2024-05-08,77.4,209.86584841970367,16243.62,Billable
1035,34,4,2024-05-08,55.5,263.9493860652042,14649.19,Non-Billable
1036,34,5,2024-06-08,34.9,333.24426408004217,11630.22,Non-Billable
1037,34,12,2024-06-08,64.2,155.80836121681995,10002.9,Billable
1038,34,7,2024-06-08,36.7,209.86584841970367,7702.08,Billable
1039,34,4,2024-06-08,77.0,263.9493860652042,20324.1,Billable
1040,34,2,2024-07-08,75.0,209.86584841970367,15739.94,Billable
1041,34,5,2024-07-08,50.0,333.24426408004217,16662.21,Billable
1042,34,7,2024-07-08,31.9,209.86584841970367,6694.72,Non-Billable
1043,34,5,2024-08-08,29.0,333.24426408004217,9664.08,Billable
1044,34,12,2024-08-08,75.7,155.80836121681995,11794.69,Non-Billable
1045,34,7,2024-08-08,77.6,209.86584841970367,16285.59,Billable
1046,34,2,2024-09-08,18.8,209.86584841970367,3945.48,Billable
1047,34,5,2024-09-08,75.8,333.24426408004217,25259.92,Non-Billable
1048,34,12,2024-09-08,24.7,155.80836121681995,3848.47,Billable
1049,34,2,2024-10-08,48.4,209.86584841970367,10157.51,Billable
1050,34,5,2024-10-08,46.7,333.24426408004217,15562.51,Billable
1051,34,7,2024-10-08,15.9,209.86584841970367,3336.87,Billable
1052,34,4,2024-10-08,27.3,263.9493860652042,7205.82,Billable
1053,34,2,2024-11-08,18.8,209.86584841970367,3945.48,Non-Billable
1054,34,5,2024-11-08,12.0,333.24426408004217,3998.93,Non-Billable
1055,34,12,2024-11-08,74.1,155.80836121681995,11545.4,Billable
1056,34,7,2024-11-08,71.0,209.86584841970367,14900.48,Billable
1057,34,4,2024-11-08,19.5,263.9493860652042,5147.01,Non-Billable
1058,34,2,2024-12-08,51.4,209.86584841970367,10787.1,Billable
1059,34,5,2024-12-08,54.5,333.24426408004217,18161.81,Non-Billable
1060,34,12,2024-12-08,54.8,155.80836121681995,8538.3,Non-Billable
1061,34,7,2024-12-08,34.3,209.86584841970367,7198.4,Non-Billable
1062,35,8,2023-04-25,28.2,246.99098521619942,6965.15,Billable
1063,35,8,2023-05-25,63.1,246.99098521619942,15585.13,Billable
1064,35,5,2023-05-25,42.8,333.24426408004217,14262.85,Billable
1065,35,8,2023-06-25,44.4,246.99098521619942,10966.4,Billable
1066,35,8,2023-07-25,65.9,246.99098521619942,16276.71,Non-Billable
1067,35,5,2023-08-25,38.8,333.24426408004217,12929.88,Non-Billable
1068,35,8,2023-09-25,27.5,246.99098521619942,6792.25,Non-Billable
1069,35,5,2023-09-25,37.3,333.24426408004217,12430.01,Billable
1070,35,8,2023-11-25,46.2,246.99098521619942,11410.98,Non-Billable
1071,35,5,2023-11-25,57.9,333.24426408004217,19294.84,Billable
1072,35,8,2023-12-25,47.2,246.99098521619942,11657.97,Billable
1073,35,5,2023-12-25,69.7,333.24426408004217,23227.13,Billable
1074,35,8,2024-02-25,41.7,246.99098521619942,10299.52,Non-Billable
1075,35,5,2024-02-25,23.1,333.24426408004217,7697.94,Billable
1076,35,5,2024-03-25,11.5,333.24426408004217,3832.31,Billable
1077,35,8,2024-05-25,10.6,246.99098521619942,2618.1,Billable
1078,35,8,2024-06-25,33.9,246.99098521619942,8372.99,Billable
1079,35,5,2024-06-25,44.9,333.24426408004217,14962.67,Billable
1080,35,8,2024-07-25,65.4,246.99098521619942,16153.21,Billable
1081,35,8,2024-08-25,20.2,246.99098521619942,4989.22,Billable
1082,35,5,2024-08-25,15.0,333.24426408004217,4998.66,Billable
1083,35,5,2024-09-25,27.5,333.24426408004217,9164.22,Billable
1084,35,8,2024-10-25,18.5,246.99098521619942,4569.33,Non-Billable
1085,35,8,2024-11-25,41.0,246.99098521619942,10126.63,Non-Billable
1086,35,5,2024-11-25,23.9,333.24426408004217,7964.54,Non-Billable
1087,35,8,2024-12-25,46.5,246.99098521619942,11485.08,Billable
1088,35,5,2024-12-25,57.7,333.24426408004217,19228.19,Billable
1089,36,3,2024-10-17,27.7,356.50515929852793,9875.19,Non-Billable
1090,36,1,2024-10-17,13.6,209.86584841970367,2854.18,Non-Billable
1091,36,11,2024-11-17,32.7,210.1115011743209,6870.65,Billable
1092,36,1,2024-11-17,50.9,209.86584841970367,10682.17,Billable
1093,36,9,2024-11-17,10.6,496.7566614134116,5265.62,Billable
1094,36,3,2024-12-17,58.4,356.50515929852793,20819.9,Non-Billable
1095,36,11,2024-12-17,36.0,210.1115011743209,7564.01,Billable
1096,36,9,2024-12-17,58.0,496.7566614134116,28811.89,Billable
1097,37,1,2023-08-29,59.1,209.86584841970367,12403.07,Billable
1098,37,6,2023-09-29,65.2,311.18528947223797,20289.28,Billable
1099,37,1,2023-10-29,40.7,209.86584841970367,8541.54,Billable
1100,37,1,2023-11-29,60.7,209.86584841970367,12738.86,Billable
1101,37,6,2023-11-29,44.0,311.18528947223797,13692.15,Billable
1102,37,1,2023-12-29,48.0,209.86584841970367,10073.56,Billable
1103,37,6,2024-01-29,61.3,311.18528947223797,19075.66,Billable
1104,37,1,2024-02-29,51.9,209.86584841970367,10892.04,Non-Billable
1105,37,1,2024-03-29,41.5,209.86584841970367,8709.43,Billable
1106,37,6,2024-03-29,41.8,311.18528947223797,13007.55,Non-Billable
1107,37,1,2024-04-29,61.4,209.86584841970367,12885.76,Billable
1108,37,6,2024-04-29,35.5,311.18528947223797,11047.08,Non-Billable
1109,37,6,2024-05-29,56.1,311.18528947223797,17457.49,Non-Billable
1110,37,1,2024-06-29,23.3,209.86584841970367,4889.87,Non-Billable
1111,37,6,2024-06-29,48.6,311.18528947223797,15123.61,Non-Billable
1112,37,6,2024-07-29,32.5,311.18528947223797,10113.52,Billable
1113,37,1,2024-08-29,14.7,209.86584841970367,3085.03,Billable
1114,38,11,2022-10-17,52.4,210.1115011743209,11009.84,Billable
1115,38,9,2022-10-17,55.9,496.7566614134116,27768.7,Billable
1116,38,5,2022-10-17,54.7,333.24426408004217,18228.46,Billable
1117,38,1,2022-10-17,75.7,209.86584841970367,15886.84,Billable
1118,38,11,2022-11-17,65.6,210.1115011743209,13783.31,Billable
1119,38,8,2022-11-17,28.6,246.99098521619942,7063.94,Billable
1120,38,9,2022-11-17,68.4,496.7566614134116,33978.16,Billable
1121,38,5,2022-11-17,77.2,333.24426408004217,25726.46,Billable
1122,38,8,2022-12-17,23.5,246.99098521619942,5804.29,Non-Billable
1123,38,5,2022-12-17,22.5,333.24426408004217,7498.0,Non-Billable
1124,38,1,2022-12-17,62.2,209.86584841970367,13053.66,Non-Billable
1125,38,11,2023-01-17,57.2,210.1115011743209,12018.38,Non-Billable
1126,38,8,2023-01-17,71.8,246.99098521619942,17733.95,Billable
1127,38,9,2023-01-17,48.5,496.7566614134116,24092.7,Non-Billable
1128,38,5,2023-01-17,21.1,333.24426408004217,7031.45,Non-Billable
1129,38,1,2023-01-17,34.7,209.86584841970367,7282.34,Billable
1130,38,11,2023-02-17,79.8,210.1115011743209,16766.9,Billable
1131,38,8,2023-02-17,54.3,246.99098521619942,13411.61,Non-Billable
1132,38,9,2023-02-17,26.9,496.7566614134116,13362.75,Non-Billable
1133,38,1,2023-02-17,74.8,209.86584841970367,15697.97,Billable
1134,38,11,2023-03-17,41.7,210.1115011743209,8761.65,Billable
1135,38,8,2023-04-17,10.5,246.99098521619942,2593.41,Billable
1136,38,5,2023-04-17,64.0,333.24426408004217,21327.63,Non-Billable
1137,38,1,2023-04-17,74.3,209.86584841970367,15593.03,Non-Billable
1138,38,11,2023-05-17,74.8,210.1115011743209,15716.34,Billable
1139,38,9,2023-05-17,20.9,496.7566614134116,10382.21,Billable
1140,38,5,2023-05-17,50.8,333.24426408004217,16928.81,Billable
1141,38,11,2023-06-17,49.9,210.1115011743209,10484.56,Non-Billable
1142,38,8,2023-06-17,61.4,246.99098521619942,15165.25,Non-Billable
1143,38,9,2023-06-17,43.8,496.7566614134116,21757.94,Billable
1144,38,5,2023-06-17,58.3,333.24426408004217,19428.14,Non-Billable
1145,38,1,2023-06-17,16.7,209.86584841970367,3504.76,Non-Billable
1146,38,11,2023-07-17,61.2,210.1115011743209,12858.82,Non-Billable
1147,38,8,2023-07-17,64.6,246.99098521619942,15955.62,Billable
1148,38,9,2023-07-17,67.2,496.7566614134116,33382.05,Billable
1149,38,5,2023-07-17,18.4,333.24426408004217,6131.69,Billable
1150,38,1,2023-07-17,69.5,209.86584841970367,14585.68,Billable
1151,38,11,2023-08-17,54.3,210.1115011743209,11409.05,Billable
1152,38,8,2023-08-17,12.9,246.99098521619942,3186.18,Non-Billable
1153,38,9,2023-08-17,32.9,496.7566614134116,16343.29,Non-Billable
1154,38,11,2023-09-17,37.5,210.1115011743209,7879.18,Billable
1155,38,8,2023-09-17,50.3,246.99098521619942,12423.65,Billable
1156,38,1,2023-09-17,19.3,209.86584841970367,4050.41,Billable
1157,38,11,2023-10-17,62.2,210.1115011743209,13068.94,Non-Billable
1158,38,8,2023-10-17,16.0,246.99098521619942,3951.86,Non-Billable
1159,38,9,2023-10-17,58.9,496.7566614134116,29258.97,Billable
1160,38,5,2023-10-17,23.9,333.24426408004217,7964.54,Billable
1161,38,1,2023-10-17,23.7,209.86584841970367,4973.82,Non-Billable
1162,38,11,2023-11-17,46.7,210.1115011743209,9812.21,Billable
1163,38,9,2023-11-17,32.6,496.7566614134116,16194.27,Non-Billable
1164,38,1,2023-11-17,39.6,209.86584841970367,8310.69,Billable
1165,38,8,2023-12-17,55.9,246.99098521619942,13806.8,Billable
1166,38,5,2023-12-17,67.5,333.24426408004217,22493.99,Billable
1167,38,1,2023-12-17,40.8,209.86584841970367,8562.53,Billable
1168,38,8,2024-01-17,63.0,246.99098521619942,15560.43,Billable
1169,38,1,2024-01-17,74.9,209.86584841970367,15718.95,Billable
1170,38,8,2024-02-17,17.8,246.99098521619942,4396.44,Billable
1171,38,9,2024-02-17,33.2,496.7566614134116,16492.32,Non-Billable
1172,38,5,2024-02-17,24.3,333.24426408004217,8097.84,Non-Billable
1173,38,1,2024-02-17,48.4,209.86584841970367,10157.51,Non-Billable
1174,38,11,2024-03-17,19.9,210.1115011743209,4181.22,Non-Billable
